FSC-A,SSC-A,FL1-A,FL2-A,FL3-A,FL4-A,FSC-H,SSC-H,FL1-H,FL2-H,FL3-H,FL4-H,Width,Time
1559240,267074,4031,558,657,20179,2143449,304352,2806,476,600,11792,73,626
2472035,486889,38169,3024,1437,96650,2374960,437064,28824,1961,1052,45057,86,627
2098173,340934,2676,602,826,16458,2820926,394694,1575,267,358,8645,71,627
1935162,345733,2199,417,724,2392,2353862,470162,1448,326,288,1427,66,627
2057280,542215,5033,767,1118,13112,2420236,670493,2891,360,720,6152,83,628
10466458,1717589,71633,6979,2063,193772,4561824,780942,29077,2286,1184,41548,183,628
2000524,326031,2551,689,318,1707,2351679,390927,1951,332,514,744,80,628
2452453,239059,2551,645,765,6760,3987909,337174,2087,424,582,3124,71,628
2668479,495134,13624,1285,0,362053,2678515,569633,7515,861,889,175506,100,628
3039649,385955,4895,705,552,179526,2650640,399918,2987,479,598,76800,97,628
13837083,3158615,70113,2141,0,2086115,3732412,1526992,24093,1648,1101,293024,305,628
7541649,787193,7520,0,999,32680,5544220,741288,3423,221,881,23327,120,628
10893325,2804019,55672,4984,0,3661885,4954295,1264668,13779,1239,98,908897,203,629
3496823,640428,8272,1040,0,230772,3035570,643580,5539,636,648,113490,92,629
1885579,258425,2438,426,834,3680,2167950,333995,1656,315,421,1365,79,630
3059250,358005,6147,245,685,2959,2380772,280207,2896,337,442,1188,98,630
3596248,507060,21211,1878,330,183909,2290551,354540,9587,853,456,66500,113,630
2104445,208515,5758,892,448,93791,2580753,229197,4437,524,589,48507,81,631
6089357,2084652,20649,3353,1921,306564,3999998,1585208,8157,1523,1693,116278,115,632
9956223,1922876,60386,4946,0,3457753,5844165,1284143,24935,2139,2249,1096736,147,632
14958774,3844312,79337,6995,0,3647689,8674336,1919368,18521,1550,691,755965,158,632
14276908,2756567,49205,4466,0,1474243,5261311,1544437,12623,1353,635,302353,243,632
1522681,465090,11821,2889,3599,2140,1612718,482245,10915,2805,4366,1042,72,632
3128463,480069,14939,1544,0,424080,1903403,322200,5719,641,1949,167935,128,635
4979315,634264,16842,1154,0,342828,3151984,393086,4720,473,280,85735,154,635
1529901,411205,3030,892,914,1090,1836267,531911,2260,518,596,484,86,640
2272521,810562,15605,1637,995,143490,1771142,788056,6826,518,718,44097,102,641
1927222,128410,4124,1032,0,282731,2455878,168028,3498,567,97,152435,75,642
11636238,3201596,74696,7153,2637,329322,6086490,2211656,22258,2193,1138,84830,208,642
8291883,1467519,76688,6383,0,3033119,4507866,996653,38985,2841,736,960196,154,643
6104050,1349096,34626,3831,0,378815,4941719,1140831,16417,1678,1804,147252,112,644
1778926,266965,5062,776,0,756452,2579949,361128,4157,475,2505,422559,71,644
2554559,468593,6342,1507,1033,18849,1968404,411319,2637,493,898,5977,99,645
2020395,168373,3897,380,102,1670,2743386,223019,2877,432,163,961,78,645
1995229,431735,9934,1167,1822,23098,1609029,468179,5760,766,911,10714,111,645
2111341,276652,2978,586,138,3890,2669646,281838,1835,311,215,1678,79,647
11120138,1628399,54135,6027,418,262212,6641332,857256,15681,1799,513,70131,137,648
4473104,529885,15181,1698,1058,151035,4115724,561141,8889,958,1147,59792,92,650
4002268,530994,14848,1259,0,1077568,2527737,316575,5713,451,261,302209,114,650
10037525,1682167,33179,2840,0,312274,4882138,600297,6348,777,955,93346,225,650
11077226,1532031,35808,3739,0,832693,6756764,1174522,15323,1669,0,265472,128,650
2066669,328531,7908,783,242,79996,2899805,450300,5658,528,606,43685,73,651
2897187,931255,13382,945,901,61306,2466433,995596,6289,662,811,27765,98,651
2252752,345204,20878,2136,0,510786,2871062,297929,16227,1333,687,290045,99,651
1900707,219247,3344,297,657,8426,2471436,275539,2156,408,459,4166,68,651
2236297,285212,5743,488,0,700974,2736056,321174,2537,305,673,445649,81,651
3621980,104455,1795,629,792,777,5345166,154005,1163,414,436,511,75,652
2896438,347862,8538,1012,0,471354,3099422,392151,5969,642,818,218208,75,653
2860490,640889,14188,1708,605,87850,2791143,567626,5903,557,498,41917,107,653
5368646,1228577,19348,1497,1123,199636,4162730,844605,7185,573,1162,68113,149,655
7793172,1644257,41447,4286,0,728480,3232010,792362,9179,1166,575,155842,194,656
2822849,329201,12368,1349,0,186039,2095542,269434,6760,693,700,82657,110,657
1635469,254013,1367,126,555,1323,2497378,341867,1408,145,589,889,71,657
3162089,737041,20995,2071,1672,17440,3309285,634660,12534,1258,632,7408,91,657
4426367,590220,17582,1643,1127,40173,2937963,317629,5438,557,687,16440,137,657
1964621,233059,3586,617,595,7122,2539474,213579,2233,331,471,4485,77,658
2054563,311206,3600,195,880,32319,2893258,376006,2017,178,604,15640,79,658
1858681,297454,2172,36,145,1900,1905232,281676,918,273,345,1162,83,660
2215603,347568,6365,1131,105,59443,2666117,397594,4501,526,550,26257,82,660
2192853,161507,4997,1005,114,134226,2623362,205335,3578,605,229,70286,84,662
1808396,283023,1767,223,765,3409,2094449,309845,1557,141,579,1493,73,664
2381136,406615,7785,1302,579,55939,2032291,359706,3750,506,765,23800,103,665
1794843,286780,5887,535,1149,2803,2213527,299483,3367,455,672,1509,79,665
9563704,1864089,40847,5129,263,761817,5267533,1075915,13443,1490,1051,211564,149,668
11404942,1694289,53201,4942,0,1051925,5485104,709758,9491,1149,489,255462,227,668
15277321,3031134,63237,5889,0,1621700,6169522,1254639,15766,1419,1115,575606,188,668
14456752,3346735,63252,6388,0,1838079,6164171,1597031,12513,1315,1388,400265,198,670
1774341,233491,2538,588,909,4672,1982858,255825,1914,277,567,2461,80,670
1878971,136783,2616,0,108,66032,2639797,181845,2200,159,162,38396,64,670
3968310,889976,19856,2409,0,831914,3249466,688788,7416,844,773,288202,106,671
1716006,630106,5663,1846,1177,22699,950993,425228,2002,532,673,9368,122,673
2557688,462328,8828,954,699,46196,2427107,410564,3628,413,787,21899,92,674
4329022,452307,12245,1235,789,233422,3619581,376414,6667,766,774,117340,105,674
1768840,126325,2781,336,640,23721,2592871,158797,1985,175,765,11498,83,674
2353084,472857,6440,1051,0,582785,1790420,443890,3147,490,844,281543,100,675
7579890,1407277,35018,4354,0,751219,3770608,746289,9361,1083,321,186770,159,675
2084765,193675,4646,660,589,9224,2647549,232579,3239,481,595,4284,85,675
6858373,1212920,35056,4222,793,498930,4199255,774986,11958,1438,884,152452,130,678
2086541,276605,10061,776,0,503778,2032872,310877,6659,590,1590,214430,105,681
4118758,908138,20221,2409,0,597928,2468674,514232,6902,797,487,178976,141,681
5375275,1031076,10536,1282,1971,46617,3933976,990306,5085,821,895,20946,125,681
7067463,1781503,32860,3683,3031,148356,3500694,927109,8655,1115,1203,34089,173,682
1701952,165535,2099,456,0,3970,2325671,210824,1620,230,178,2434,90,682
2098533,309744,4389,760,442,5947,2805812,391148,2735,421,558,3199,64,682
11084893,1940872,52897,5897,0,579776,7583305,1306334,18724,2029,341,175723,120,684
3724405,350539,8309,1276,302,209872,3692461,439329,4936,669,923,94724,103,685
10085000,1376001,45672,4771,0,1345284,5849777,729359,10924,1260,769,271712,202,685
2218184,328926,2446,665,411,1941,2824665,449048,2012,404,202,865,73,685
5930691,1038975,17579,1897,2650,27245,3665254,985004,6295,761,1691,8459,130,685
3735149,582501,17084,1753,0,333683,2362434,300249,4674,536,455,98502,140,686
5216854,1346456,22493,2453,0,1122239,2890695,820347,6617,759,404,262248,167,687
4654028,911244,14437,1958,1977,11250,2602888,784583,5550,645,1006,3391,119,688
9921321,2711558,44496,4790,0,1694943,5832415,2335369,17259,2308,433,401466,175,689
2456862,216374,7684,842,0,793907,2850786,233893,4355,429,0,369439,88,690
2401095,577625,10197,1056,1458,11178,2471750,522549,5842,506,913,5324,82,690
3291444,327467,7725,845,0,226578,3010674,301494,3875,420,679,89897,97,692
1751455,345747,5163,821,27,1389,2087751,374758,3278,573,302,774,81,696
3201372,1010742,12485,1421,1272,4931,2733873,1025843,7770,708,866,1844,93,697
1593050,280452,4387,667,1150,2989,1828735,326641,3218,315,503,1462,72,698
2239916,359113,8021,1024,0,268373,2071870,417860,5432,726,585,126630,89,700
12092855,3168628,49566,4842,1608,435523,7243864,2246876,17181,1881,1513,147780,138,701
2017822,252827,7932,792,0,78248,2297028,295717,4457,568,594,29240,81,701
2438086,235542,7529,545,0,69478,2680090,259771,3594,415,0,23585,82,702
2946436,435258,12446,413,0,130217,3118549,602906,4545,378,0,49042,86,702
5920736,1770893,41676,3374,0,650462,5629236,1361629,18640,1590,475,250410,76,702
3977827,1268219,16703,1114,0,79533,4284060,1260397,11899,800,83,86053,61,702
4895273,992190,45121,3755,0,805848,3803114,655279,29852,2235,397,280668,115,702
2790817,612506,20613,1736,0,1034040,1914047,466806,8495,969,611,371410,102,703
2278318,417471,7420,0,626,14494,2080513,452058,4170,351,560,4201,92,703
7232029,1543914,32234,2850,0,894979,3716228,1024476,11376,1388,443,228322,165,703
2114922,334402,4746,342,368,702,2493560,355297,2717,225,348,661,74,703
8368357,2098127,38243,4711,0,1786695,2934479,737483,8873,968,881,363917,214,704
2236393,165962,4745,1002,0,259627,2645639,215843,3316,403,1706,138314,80,704
6809745,1432677,37700,4302,0,1769648,5216027,979205,13531,1551,231,618530,142,705
2198824,377643,5687,1035,726,64594,2599105,475360,4262,615,777,35743,71,705
9528469,1815384,35890,4495,0,3095733,5186505,1025994,7632,953,1526,653822,188,709
3335513,534930,15456,1848,0,347305,2674608,388277,6625,715,896,141540,100,709
9691827,1504976,24677,2791,2569,117128,7511895,1421888,12355,1321,1282,36911,114,709
15112510,3447712,104212,9277,0,3341451,7671589,1817630,40377,2813,551,770193,166,709
13075053,3197366,60600,6750,0,2384666,8032511,2537588,21796,2554,2490,548506,145,709
8894307,1471154,34506,3721,655,676007,6041615,1141240,12514,1062,1450,178906,146,709
3755880,818573,39480,2714,1240,183122,2397390,628906,21860,1272,1041,74205,113,710
2047102,412886,2565,474,740,290,3296622,614395,2479,331,710,322,61,714
2055248,277866,4802,377,832,2978,2965608,236994,2838,164,800,1758,81,715
3726617,524375,16585,1936,0,148799,2943961,524034,8939,910,690,73880,94,715
5751147,792554,18691,1349,1225,34107,4609876,714156,9005,691,1003,12369,115,715
6898157,1170414,27805,2881,0,470138,5584443,867360,12672,1324,564,174319,137,715
2583145,592190,5806,549,811,4465,2911376,632029,4364,310,459,1763,72,715
11338560,2662192,48619,4698,0,1245789,6434292,1601354,15108,1601,629,322357,159,715
1778070,163187,1776,100,301,393,2595494,235150,1460,172,212,266,74,718
7135533,1060456,21332,2628,0,430790,3618446,501014,5031,557,787,96856,160,720
2748345,369918,7520,986,773,23139,2934364,443727,5094,785,642,10219,88,721
1815385,291894,9034,1285,0,401838,2180519,320869,6305,649,463,177159,81,721
6873353,1049486,16948,889,687,32047,6341103,817546,8152,594,388,14902,127,723
2376442,208126,4840,1195,867,65789,3094470,249464,3610,616,955,31921,80,724
1771299,227859,1726,464,95,3053,2428888,252557,948,292,137,1740,77,724
1896141,250573,4166,709,567,6027,2599250,301348,2774,464,626,3783,74,726
3097671,558155,13985,1327,1095,208061,2849850,388482,8376,793,1573,90131,108,726
1808660,320192,4859,713,1062,3914,1980202,400972,3173,332,850,2483,73,726
3425608,525078,10404,1363,1474,30969,3535606,659648,7332,884,1240,14250,92,727
3134800,607570,15803,1823,0,790058,3800789,603125,10121,1124,0,319203,103,727
1622037,428748,6260,1077,701,4201,1778603,446124,3367,567,425,2383,81,729
6669613,1160955,17486,2914,2616,39870,5716995,1241092,8060,1395,2033,18199,92,730
1690675,273649,1654,178,739,987,2210054,374313,1263,264,282,606,88,731
7481255,1224402,37026,3200,0,1189187,3745389,586561,9813,997,741,240083,167,732
1490704,317843,2622,365,1446,989,1742580,306713,1517,238,513,592,79,733
3334349,587777,8293,967,1159,6437,2535525,585589,3414,520,636,2469,90,734
2745681,302377,8330,732,543,113866,2140186,262083,4018,291,582,42728,102,737
2087411,261176,3609,355,486,3090,1957073,238141,1857,250,387,1242,98,737
1606104,434360,2347,150,959,2869,2145177,430038,1330,146,579,1264,90,738
2070373,330255,7083,1182,0,140645,1995546,337646,3940,678,391,66824,105,738
7726066,1156150,34994,3546,0,1127428,4333408,559910,10733,1239,733,266409,175,739
6513661,1625515,65557,5611,0,1098508,4664541,1362407,38698,2526,1727,351459,113,739
6167079,1345504,30361,3512,63,445876,3215385,794601,8798,1114,1023,119915,126,740
6542369,1234332,21090,1671,0,1024693,5899297,1166458,12139,1351,787,493126,109,740
2287298,429488,4237,1048,620,3854,2689716,551283,2985,704,892,2428,86,741
1536309,414287,3686,697,745,4937,2141358,413140,2584,391,729,2528,76,743
2570897,374935,8311,1150,0,194133,1976489,318943,3724,401,45,69300,103,743
1595084,504677,5791,1315,138,1335,1817219,639667,4423,609,321,627,77,743
5712617,806359,19303,2158,0,622781,5271215,667333,9659,1177,627,235198,104,745
6943608,1100585,27846,2654,0,882329,3054739,517642,6238,687,367,301668,166,745
3260206,643813,12039,1513,1115,39964,2494194,581092,4946,576,774,14751,102,745
7288126,1439907,29663,2640,0,921011,3554829,800238,7400,613,1595,258542,165,745
5246479,993218,14826,1645,0,865397,4600439,937421,6870,978,3133,407130,98,745
1610517,283908,4664,443,815,6951,1708311,348404,2941,382,469,3135,62,745
2278564,314646,6006,72,49,55123,3416532,479804,4376,133,404,49303,45,745
7801535,1113801,18299,2508,840,111630,3646250,682195,5142,581,820,24603,157,746
9584952,2101087,41095,4491,0,1958143,5908353,1671327,15656,1666,0,632708,109,746
2749911,371460,9953,793,0,91670,2334160,271273,3994,343,524,41096,96,746
12991358,2254590,65290,6407,1033,377484,6338293,1143741,15320,1758,860,77029,178,746
9424533,1767622,39544,4471,0,1637645,4702649,898236,13056,1365,217,504907,159,746
3632302,752118,12276,1172,1189,4185,3518698,673625,6391,607,503,1506,101,747
2059321,456380,9779,1144,0,763338,2227396,535131,6502,712,639,374048,90,747
2938229,505684,14140,1727,0,1723820,2796947,437583,7340,756,1296,771266,105,749
2522904,454938,3561,1021,498,42647,3382766,595420,2521,433,957,26186,79,749
1628024,240764,4638,0,807,9710,1940453,320169,3075,125,898,4260,64,750
3811900,700769,9971,899,780,35424,2943219,528175,4050,518,930,10803,127,751
6997422,1616695,21243,2418,0,112429,4658463,1202900,10123,1056,316,45510,121,752
2000040,628646,8075,902,786,6228,1432074,512216,3435,339,491,2342,104,753
6641451,1248682,6817,736,2450,7359,4707076,958672,2818,455,917,3420,122,753
3987734,846253,13145,1697,0,188257,2891546,709785,5398,597,196,70455,110,755
6447338,1160022,33409,3590,0,486604,2756185,454553,8591,921,802,158026,194,755
3313118,600330,5911,1212,999,1556,3527626,662738,3821,538,607,904,74,755
1732074,155378,4007,465,505,47568,2272481,203861,3079,161,530,27120,77,756
5151259,775465,21016,2717,0,443084,4279131,768853,11930,1693,1244,181327,103,756
14988927,4003265,89097,8886,2128,965188,8277269,2028798,25930,2486,1664,210783,161,756
3720665,728259,19014,1621,748,151138,2688298,466731,5564,665,871,49089,140,756
7874453,1568513,30429,3716,0,1326579,5853448,1208529,12768,1357,1600,449949,122,756
9627911,1399819,27930,3233,0,491234,5171265,859649,9937,1042,1098,131106,152,756
4080878,869604,22241,2490,0,642062,3228369,733063,8504,950,1709,291052,112,757
1746476,240603,1606,430,976,4413,2208710,270634,1123,261,521,3011,83,757
1732169,189348,5714,0,146,4983,1787448,167863,3200,226,276,3356,79,757
1673069,273705,4275,1109,945,1230,2016193,335556,3173,631,462,1133,78,758
2848188,383894,11590,1173,593,90820,1616110,267188,3904,406,588,27028,123,758
3082594,247728,6246,577,363,17674,3353795,290356,4321,568,343,8751,79,758
11984687,2443973,62053,8016,0,1581190,6444834,1170519,17277,2139,186,442883,209,758
2698596,225732,4502,906,0,185980,2263192,255817,2807,447,312,85157,119,758
4347817,749105,18080,1073,401,293784,2637642,591381,8121,674,547,145620,119,759
1915157,158547,2488,142,320,3817,2591123,212583,2069,267,242,2923,73,759
8866631,1890509,43081,4539,0,1174660,4409425,1063556,10723,1166,628,394606,165,759
1810492,130449,2473,471,973,3600,2245926,181147,1954,268,587,1312,73,760
9183901,1976982,58950,5525,0,1036709,5143136,1112256,12885,1379,324,250769,213,760
4524115,699515,11720,957,1178,52922,3196789,486557,4221,389,684,27233,107,760
1797657,298860,6736,781,621,69849,2276323,343374,4484,388,618,32262,75,760
2633780,487349,6508,665,956,2803,3499446,594045,4354,617,587,1641,72,760
1841949,161610,3771,647,1083,952,2219861,200192,3046,448,506,612,68,762
1900420,210799,2133,446,564,563,2297998,236308,1426,234,222,368,83,762
1705855,220990,1484,91,142,12632,2368260,239373,852,191,109,5354,80,763
2037433,190405,12464,950,967,80543,2794480,258387,9689,750,556,44040,63,763
3153711,976858,14334,1758,196,263540,2016831,725430,6601,817,727,98943,138,765
2326732,174970,1628,639,0,92892,3056412,185584,954,250,283,38889,83,773
2300268,425971,6305,1398,829,7045,2960238,503402,3282,644,785,3388,86,773
3073162,372755,6820,588,1167,9064,2519418,278306,3126,286,519,3640,113,773
3015555,494150,10587,1720,911,36265,3043849,483389,5607,690,764,16198,96,773
1955744,194599,2314,40,1011,1841,2543157,241079,1725,145,697,974,77,774
6042172,1057930,28381,3562,0,609306,4220360,792414,11677,1422,419,189273,108,774
15599883,3703744,113398,8379,0,2324167,6830345,1192289,18594,1642,278,365336,238,774
9905343,1337123,89322,4807,0,394786,6004936,1020289,42070,2532,847,144179,154,774
3512296,458662,26324,2081,199,164978,2527303,410469,15199,920,559,56387,103,775
1583735,502889,23909,2149,252,110748,1292979,438739,11838,912,406,40772,94,775
9072383,1731853,47203,5012,2032,173565,6152411,1481286,19866,1959,2127,56986,117,775
3041945,327449,7056,973,927,11893,3904531,422087,5556,730,665,6477,87,775
3147079,611090,8224,1060,1300,3968,3418386,681210,4484,653,650,2375,74,776
3790353,835679,18550,1517,0,353968,2907347,549407,6944,701,612,126381,112,778
12105750,2935764,64983,6104,0,3607884,5155082,1280329,14221,1480,1001,749243,188,778
5062351,1089764,30725,2592,1383,175089,3322707,696178,11876,938,747,69320,116,779
3279728,482222,6324,945,1108,25531,3000632,423574,3107,485,588,8680,95,779
3858167,707534,14289,1732,0,2029576,2871746,547804,6110,696,2852,843070,127,780
9006403,1487871,34205,2888,0,3047350,5470604,1058858,15644,1358,0,1099456,153,780
3230928,681674,9785,1103,0,351266,3912244,838447,5951,693,636,166823,87,780
3153255,313951,8383,1146,1198,25924,3220675,298207,5348,659,809,12627,89,782
2144883,349425,3839,584,1225,1810,2302708,374406,2395,287,828,781,85,786
1782892,195112,1779,223,351,1076,2020203,241866,1179,158,422,718,74,787
2036789,163042,5937,661,0,242504,2461743,190497,3908,472,771,111838,84,788
10698292,1900198,50547,4088,0,1457100,5810719,912127,20263,1642,325,361451,157,788
13065577,2261831,73377,6822,0,3477390,6100306,1056652,26542,2342,3686,1021131,176,788
2726802,282019,10297,1472,473,168006,2944200,250547,4743,573,505,85455,95,793
5751254,1496904,18458,2054,0,223963,3470360,981825,5193,663,374,67600,139,793
1959532,307700,2039,391,295,3776,2454950,397971,1643,172,204,1787,65,793
3023754,504709,15126,1584,0,452794,2818189,495184,8226,865,746,202408,103,793
4720976,813575,13695,1450,1469,186182,2910508,556465,4970,552,1140,75701,140,794
5048883,1003776,31739,3314,0,1169465,3592806,757912,14361,1377,795,336741,122,796
2163737,232252,5926,394,733,1710,2404159,281158,4356,336,431,1179,71,797
1835217,242670,5738,306,0,85789,2378916,287438,4024,353,507,45035,73,798
1733308,197108,5626,615,718,37475,2190070,262465,4293,294,509,20155,74,799
1798713,219126,3322,839,933,9181,2595238,299838,2749,364,477,6114,63,799
9543248,1672417,31738,3921,286,434844,6808905,1134944,8623,1118,933,115398,150,800
3331769,449541,6279,829,974,18527,3857481,537647,4194,491,1034,7831,90,801
1610011,328784,5009,603,0,124520,1697021,430749,3574,503,309,61411,84,802
1659702,639928,6823,1060,779,2334,1827089,789101,4193,608,739,1334,87,803
3027183,698236,7438,1267,842,6530,3819665,854349,4668,637,456,3153,87,803
4071681,775391,11868,1598,1268,29332,3057724,706560,5090,595,634,15744,100,805
2316287,387673,17718,1893,937,74559,2024919,327810,8391,744,731,26038,98,805
2911716,712150,8593,1637,1816,2883,2505311,545849,4033,567,665,837,137,807
12274450,2370595,45136,4704,2218,273519,7723768,1253288,11690,1211,724,62613,206,808
1806951,140215,6674,564,1220,16430,2398103,177144,5182,412,848,8561,73,809
2830282,501192,8990,1360,0,322306,2015832,357946,4159,525,707,125891,95,811
2297132,156658,3708,673,965,49395,3315138,205154,3254,503,993,28177,68,812
4370319,728370,37727,2972,166,132266,4423792,749852,25513,2001,316,64993,96,812
2937377,430117,6132,1381,1830,2328,3090409,486430,3724,590,1015,1190,100,813
5518275,798965,21530,2176,0,335199,4549218,646786,9594,991,501,137683,103,814
3063067,496803,7245,664,85,126936,2127545,394018,4078,392,1023,58078,100,814
2038515,603796,9224,1349,0,440764,1846544,675914,5508,676,222,211931,81,814
2502326,301920,7493,1058,802,52897,2921879,357587,5110,577,502,29524,87,817
7629226,1359786,19407,2232,645,249352,6955254,1430816,9063,1132,1174,103861,100,817
9024254,1722625,36509,5376,0,967018,4667605,857123,11634,1469,1191,365723,171,817
2714135,336172,6625,1941,371,52683,3162440,391925,4146,612,511,24166,81,817
1647140,617775,5453,747,0,195574,2125619,919999,3970,487,247,101750,74,818
2031946,342753,2094,509,618,976,2370383,419697,1931,374,580,870,75,819
8043181,1436482,34444,3850,0,1329654,6645091,1088612,13212,1394,331,412842,125,819
4143763,469758,12539,1404,0,621137,3977146,496812,7054,871,312,272544,99,820
5981557,1389911,19957,2009,848,152884,3505050,732384,6023,543,756,52955,160,820
2013396,553037,3221,159,113,3755,2178416,528629,1767,130,212,1400,85,821
2034423,297936,3540,736,416,2222,2386797,339359,2688,456,401,1401,72,823
6417541,950760,27529,2910,0,376596,2981547,582960,10188,1059,508,142493,137,823
2024468,134354,3196,171,874,1360,2578268,176808,2422,150,801,849,68,823
2767303,315329,9907,1304,0,364192,2184260,234868,4070,555,0,148454,101,825
8572475,1691282,17848,2395,2035,35455,4677897,1312986,4675,656,941,15744,159,825
3606672,464211,11088,1192,492,109627,2915086,425227,4464,547,596,52524,96,825
3410512,446867,7140,913,567,12282,3569143,476354,3642,489,284,5679,84,825
11790382,2900263,48449,5368,0,830184,7255243,2063079,16381,1944,705,210227,130,825
12442471,2937084,65610,7312,0,4088895,4473768,936359,13207,1362,968,858131,224,830
2032312,297021,2305,388,583,1700,2328816,403179,1682,354,480,823,77,831
1892619,212861,2258,681,1159,423,1815762,211929,1103,266,822,417,91,831
1551378,231593,59949,4044,0,385231,1532366,269021,50722,3121,834,180183,75,832
1909258,323850,20304,1254,44,35122,2079260,398801,12305,726,388,14491,78,832
7729960,1394167,24170,2693,0,367198,3643442,624002,6507,948,796,94571,163,832
2178684,392982,12968,1198,1134,41684,1715785,344131,5699,587,530,14043,107,832
1592464,248111,1513,525,0,3200,2092277,374809,1037,328,385,1628,72,834
1780556,412995,5319,1051,896,11275,2140383,541665,4000,766,794,7074,80,837
1930570,329961,6329,494,0,418500,1618620,382798,3365,393,622,206137,94,837
5435825,1452546,36482,4179,0,1297358,3542271,1210986,15352,1656,237,424988,131,838
7311760,1427746,26549,3381,0,1263583,3857530,833494,7509,928,7,405557,139,838
4380401,705885,7373,1736,376,25402,2859716,476995,2108,547,252,7620,135,838
5369379,994317,13213,1868,1392,48201,3371514,651232,6201,711,696,15773,143,841
2033383,352245,5466,847,0,363884,2182914,352703,3339,415,743,188314,75,841
2438649,402039,21521,1566,851,5439,3694401,565874,20420,1392,566,2893,54,841
7538596,1419429,23796,2601,341,183766,5501186,1074446,9189,1102,594,73874,108,841
1980094,261015,2205,838,498,3701,2182184,316886,1429,319,350,2021,94,842
2709010,619271,11193,1595,88,100210,2458133,549557,5091,685,733,39961,94,843
6492237,750536,24759,3007,0,1396820,4075955,473370,9755,1080,277,484797,111,843
2566781,481440,9268,1199,0,50540,2411149,500573,4886,674,86,21471,89,844
10431405,1966534,36797,4594,0,2297580,5204024,748597,9661,1079,0,540909,215,844
1710393,223009,4174,454,351,113184,1985616,256650,2490,279,469,51852,75,845
3972690,391472,8966,1610,5,167993,3334056,302630,3309,479,666,51756,115,845
6571216,1665984,23078,2796,2963,384592,5039699,1148366,10717,1438,2414,152821,106,845
4055499,745722,12930,1460,0,514980,3237133,655842,5742,605,926,218165,118,845
1529851,251257,1879,188,707,3776,1878549,282703,1227,164,573,2361,75,847
3087133,501540,3992,610,939,31405,3667369,453468,2462,317,477,14194,89,848
2021395,615000,9584,1336,467,15625,1626184,530871,3878,481,658,6508,110,848
1965947,452455,10137,1249,883,190659,2169438,538141,6289,634,957,84669,84,848
1473863,327046,4069,517,798,2326,1992526,434704,3311,450,433,2011,76,849
8311207,856868,13911,3808,8378,10012,7182389,855797,7330,1870,4094,4569,96,849
3793240,611077,12556,1526,0,459338,3558818,548518,6184,803,318,205994,90,850
2728340,509659,7762,393,812,4796,3109806,466990,3312,276,360,1751,103,850
4634540,497115,12801,1508,1161,112494,3020909,316427,3942,503,636,36251,121,852
14540555,3261550,60385,7019,0,3493961,6607099,1614149,17061,1881,1605,966361,212,852
9154621,2200309,48847,4162,646,129405,5041658,1268258,14861,1283,523,44474,145,852
2206987,259258,7265,797,712,3938,2762453,320571,4699,499,502,2389,78,853
2109468,352908,3955,536,642,36587,2671313,356840,2476,369,354,13329,89,854
1737094,212993,5236,513,211,54461,1951134,254083,3149,360,692,27604,84,856
14801210,3052545,60099,5939,0,2251775,7459602,1534116,17406,1862,1100,549442,182,857
2249301,472179,6750,779,936,6024,3072699,644784,5118,469,448,3385,76,859
4268576,739937,12266,1694,520,208285,2814329,497637,4347,535,722,85288,109,859
2440873,716970,8909,2547,4401,3047,1991107,669568,4595,1173,2175,2208,97,860
1720114,179425,4198,732,449,12375,2568937,229221,3190,266,287,7193,83,862
5481321,1076060,14775,2538,2122,64682,3987650,914283,5988,1014,1401,26030,119,862
1817951,295784,7167,876,0,136202,2346136,392437,4713,424,56,65760,82,863
1698849,251491,5493,882,777,10818,2579597,329618,3830,497,447,5239,64,863
2222118,229334,6967,411,0,489732,3010623,281228,4945,467,0,240386,87,863
1705765,192789,1737,578,1093,3044,2218652,271340,1289,251,493,2434,68,866
4601350,788158,13313,2348,824,199659,3405202,695446,5037,722,945,68814,111,866
8267404,1364326,40797,4199,0,909375,4922257,959603,15168,1591,515,242208,129,866
2123071,318469,4366,617,296,5024,2471803,343560,2413,331,198,2267,73,867
1818991,153764,2302,548,1067,6851,2589236,210617,1670,219,650,3897,84,867
4657598,683263,13193,1266,0,535699,4926697,709008,8044,673,967,256811,89,867
5275547,1941256,21339,3301,2641,59521,4291349,1236725,6803,1010,1091,19902,136,868
1720704,218528,3176,377,657,5947,2245646,273144,2274,135,978,3290,83,868
4524422,941212,9872,1336,1101,7961,2855818,804000,3890,581,838,2371,112,869
6415046,1086886,30533,3329,0,1696714,6129163,830427,12443,1423,0,637998,129,869
3924532,454430,12428,1324,0,503401,4072164,490519,7117,701,996,261264,81,870
2291014,299750,14992,1536,0,974946,2828426,377254,12431,985,672,465407,84,871
1980808,333268,4009,114,727,2399,2415660,268878,1877,183,569,2203,94,871
2263715,552473,4075,417,310,28236,1317339,295805,1260,235,427,12172,172,871
5450602,535510,16140,1787,0,677786,3974316,352893,6542,708,361,219049,128,871
4018583,770737,7572,1558,799,41441,3132674,688450,3447,602,789,12422,114,871
1696631,235423,6966,1070,0,85878,2218534,261135,4154,605,189,42753,85,872
3687908,638547,14452,2032,0,282248,2793575,539975,6924,809,643,90200,116,873
2675649,309017,2607,166,1574,649,3331580,374426,1765,268,767,268,75,873
10865455,2461332,41344,4112,1309,201965,6382623,1404364,14311,1412,1527,69041,150,873
