FSC-A,SSC-A,FL1-A,FL2-A,FL3-A,FL4-A,FSC-H,SSC-H,FL1-H,FL2-H,FL3-H,FL4-H,Width,Time
3169266,368392,4643,1412,8061,17526,2941144,377106,2913,1017,5428,7732,94,1059
2098834,206189,1275,699,524,3416,3370105,287324,920,437,605,1813,67,1062
2339114,424452,3761,1421,5253,8217,2907991,435818,2116,918,4377,4874,79,1063
2174895,624452,3376,1803,8686,3593,2218759,714248,2200,1228,5156,1439,90,1063
4559629,1059437,7118,1405,3827,17967,4214207,1051367,3688,765,1966,7759,94,1064
5287820,970077,8297,3195,15997,12980,4378257,721776,4047,1482,7105,4985,123,1065
1808259,271978,1875,1645,5543,5152,1894671,312371,1256,1157,4340,2276,80,1067
6248061,1516691,7692,9683,43616,5790,2669800,841303,2211,2758,12881,1937,143,1070
5383495,993208,7617,4949,20929,15791,3978465,688624,3495,2091,7532,6023,142,1074
5063990,804380,6100,3561,16741,6474,5105220,763800,2626,1708,8997,2188,117,1076
5800253,1936878,7367,2515,7047,14020,4092437,1444633,2505,733,2533,5088,143,1077
2404524,496562,2640,1083,4423,7508,2679205,594037,1834,907,2365,3263,91,1078
3076008,915485,3036,893,833,1157,1204849,380491,851,255,720,567,207,1078
1507656,419380,1967,750,1705,1594,1729894,518368,1254,376,1608,1196,84,1079
2758835,614401,6372,2048,4753,10396,2369713,526424,4040,985,2448,3676,115,1087
1804343,410403,1483,1333,2662,1015,2842903,466372,639,776,1460,528,81,1087
8089939,1966974,10364,3255,10319,16793,4286400,1221567,2651,880,3412,4815,153,1087
2453551,237191,1478,871,2629,1367,3486203,284590,897,598,2278,680,75,1087
7958532,2031423,14129,3716,12049,33329,3649317,1000784,3636,1007,2491,6067,210,1087
11376946,2916394,21489,5003,12574,41198,3643049,1056482,3140,792,2726,6764,233,1087
9384099,2766407,17294,5265,11792,20658,3461425,1159169,4212,1108,4356,5847,174,1087
4144780,731736,4255,97,1736,4353,3143949,802359,1946,236,925,1813,92,1089
4852001,609790,2239,1285,3198,4400,4771426,695303,2175,716,2113,1679,81,1090
4477224,868806,6085,3068,10344,7945,2475337,610997,1904,923,4109,2201,136,1091
3154983,788544,4117,1687,6578,10776,1864420,542445,1572,584,2212,3982,122,1093
2156404,287893,2168,1935,8456,4703,2314548,334199,1204,1079,5388,4458,83,1093
3178402,628275,6518,1138,5688,12195,3411648,563806,4022,692,2365,5572,103,1094
7095000,1457399,11388,1762,3849,17168,5090543,978445,3738,777,1316,5636,126,1096
1713130,232330,2429,313,902,6801,1993613,314428,1369,297,546,3002,70,1096
2943886,1059564,6303,1176,2278,11996,2856732,962964,3025,464,1401,4364,98,1096
6921178,1275017,8664,1576,2935,9320,4894158,917279,3433,408,1105,3336,138,1096
1596743,283646,1804,485,827,3515,2408536,426597,1547,235,537,1924,47,1096
2122833,568620,4267,2574,13103,7512,1819963,554712,2453,1190,6052,3345,106,1097
2088113,432347,3459,1988,4771,8972,1961424,380817,1745,885,2817,4255,89,1098
1834940,233271,1427,510,3276,2153,2183938,304905,1074,406,2003,1093,68,1100
2673811,504991,2704,2110,14408,5901,2826943,411762,1662,1037,6241,4179,92,1101
3109661,770785,5145,2280,8203,15114,2285507,660579,2411,1020,3380,4964,116,1101
2057067,551154,2456,3989,17057,6933,2107728,573350,1669,1739,9035,2749,103,1105
2291115,448439,6915,2132,7101,10676,2252012,391297,3539,821,4714,5957,96,1111
1764386,263961,951,528,1953,1173,2534854,391108,812,281,1886,691,66,1112
2751462,675095,2602,3559,15165,3143,2784956,823364,1495,2296,10317,2862,75,1112
1570476,479860,1945,371,232,465,560250,197405,768,281,416,540,216,1113
2868280,379778,3411,1272,8158,5105,2702644,288031,1698,704,3206,2160,95,1123
3898185,428639,3986,3020,12574,14848,3730559,420999,2070,1456,7462,5493,104,1126
3807310,1059978,7856,1840,2698,10536,3005380,657892,3870,697,1219,4635,118,1133
1442851,343447,3535,147,762,8937,2969083,998339,3863,388,587,6141,42,1133
1987856,505572,6445,40,146,7964,3258056,949277,6778,374,337,5554,44,1133
10434318,2203687,21342,7124,20222,29933,4399722,1299373,6169,1772,5523,7221,187,1133
2677605,745476,5456,2326,6722,8064,3375989,663888,2874,1176,3663,3860,86,1133
4928206,1082601,3878,2416,8625,8750,3225020,642776,1265,857,2894,3092,137,1133
1623914,460662,6622,2448,5005,6730,1761040,464494,4263,1375,2841,3061,89,1133
6013772,2624893,15790,5419,14321,20558,2924630,1365270,5707,1313,5583,5081,154,1133
2554077,1136747,7128,2646,7017,4629,2588895,1280810,4731,1293,3443,2757,86,1133
1757545,296270,1759,603,1555,4816,2427660,322536,1302,398,1381,2541,73,1134
5671516,1304423,11118,1726,4182,25539,2798308,720208,2479,435,1396,5172,169,1134
1688024,169444,2019,462,901,3147,2978552,209883,1220,222,722,1601,70,1134
2763015,369247,3447,2461,14293,9203,2480289,315898,1555,1110,6608,3771,91,1134
5144462,747061,6871,4427,19084,10368,3112057,417589,1766,1248,5498,3557,136,1134
10587371,2554551,16403,9841,44984,25902,4987264,1508301,4290,3052,13391,5626,193,1134
1451278,336662,2142,2109,6897,1288,1535938,420710,1564,1194,5968,2386,74,1135
1822009,174309,1077,496,4160,0,2545151,250598,725,503,2831,134,73,1136
7968623,2433217,10344,8094,40674,23104,2556175,1031631,2145,2221,11239,4814,236,1138
5084979,1041140,11920,2473,7777,8080,4238380,687398,5314,775,2892,2776,107,1139
4988166,1446328,10000,4746,22544,12804,2977492,868519,3409,1702,8744,4328,148,1139
4347760,1087731,4692,3145,11526,4334,3824019,796000,1617,1555,5803,2349,106,1140
1831308,102797,1128,931,1813,634,2278090,124426,518,500,1382,684,71,1141
6826249,1645441,9985,2498,5409,10297,4953196,1490006,4922,1258,2055,3632,128,1142
3478381,690985,4697,2992,14004,7190,3936624,796165,3514,2143,10183,3543,70,1142
9482431,2376272,13865,7930,35524,18695,4529341,1071699,3896,1772,10421,5057,186,1142
11059622,3107184,13991,8100,29781,20024,4813041,1655547,3556,2246,9344,4666,187,1142
2519653,538627,3182,2445,10805,5385,1822159,335127,1160,1035,4606,1661,118,1142
3900829,510693,4668,1494,4173,12428,2413073,459010,1513,446,1773,3581,155,1145
2211685,749961,2728,1382,4389,4603,3210761,918075,1794,709,2473,2409,75,1146
2113638,391450,5786,947,3771,6186,2213333,395457,4512,663,2354,3180,81,1146
3219314,589164,3244,2370,7767,4663,2567396,612144,1182,841,3503,2334,114,1147
1832464,141120,2587,1299,5699,5008,2035848,168684,1512,802,4134,3206,78,1148
1685036,267920,1026,2094,11057,1533,2506007,401327,614,1688,9734,1154,76,1151
6647678,1828489,11175,4317,14313,11848,3470224,1138613,4488,1426,4102,3579,178,1152
3206420,313434,3072,1154,3608,4619,3078738,350074,1793,564,1954,1936,93,1153
2468346,816951,4810,1356,3110,7437,2091215,727922,2843,695,1613,3909,100,1154
3443569,1390511,3103,2416,11204,3210,3003220,1036383,1410,1103,4649,1572,105,1155
3237378,465809,4673,1613,4065,6034,1814136,285605,1759,549,1261,2168,131,1157
4061128,657321,4240,2032,4526,10765,2361800,373099,1419,613,1586,4344,130,1157
1674226,212227,1675,1803,9644,1291,2285424,164325,1093,1220,8362,1246,85,1161
2037628,183258,2399,905,2315,3330,2493315,218793,1523,518,1069,1989,72,1161
1568068,371782,1933,911,2196,3409,1658766,458630,1003,378,1576,2064,77,1161
1717084,184557,2444,1011,1371,6350,2735010,217777,1268,470,597,2978,81,1161
7809418,1136623,12206,5107,16584,20206,4789401,900409,3691,1622,6074,5418,155,1162
9785127,2114454,14718,6192,22888,27277,4929857,1076034,3984,1815,6050,5582,206,1162
2378104,397026,2825,1388,4470,3983,2883219,496585,2230,775,3223,1890,73,1162
2352461,246050,1391,1430,4967,4703,3122095,311724,984,949,4213,2812,68,1163
5132728,866128,6054,3298,10145,8482,4466331,873612,3698,1775,5466,3960,103,1164
2600807,265909,2858,1927,4521,3873,2864599,315111,2010,950,2719,1597,78,1164
3238076,528372,3897,1253,4440,8033,3299077,548697,2682,891,2902,4374,84,1165
6355807,1546797,8792,2991,10617,9838,4056535,701859,2604,821,3808,4524,142,1170
4497936,959484,6485,2654,8816,11298,2941498,545627,2293,857,3609,3159,155,1170
3343272,804352,9587,2653,7552,27962,2480655,688306,3558,1105,3191,7471,121,1170
3055966,987106,2682,1793,8336,2392,2515944,1044480,1254,854,3725,2442,90,1170
2143496,261176,3791,987,2690,8297,2788052,321228,2334,542,1860,4183,81,1171
2546061,425602,2099,806,1781,3244,3549645,558209,1333,537,1525,2289,74,1172
1623001,306952,1574,995,3702,2932,2172528,292658,962,631,2978,1502,73,1172
1799041,332268,2745,250,2199,4774,1891039,376070,1710,413,1635,2280,88,1173
2874764,444274,1879,995,3607,1542,3459194,577918,1280,698,3299,929,79,1174
2279405,454529,3305,839,3541,4005,2470166,387320,1259,392,1514,2094,81,1177
3471341,435939,2964,3036,11258,3009,3235240,347493,1277,1069,4496,1391,117,1178
2320915,335665,3559,2344,7952,2427,2708958,379939,1966,1411,5263,1191,74,1180
4661366,1377583,7573,1884,4002,7016,2999609,1280920,3002,699,1635,1932,141,1182
5437870,1173583,5946,3333,13922,9112,3427337,875005,1992,1349,5778,3429,130,1184
1679137,346118,4272,993,3694,9467,1731404,365745,1743,617,1910,4282,99,1186
2576443,593162,3317,1212,4753,9014,1968848,499899,1368,741,3146,3399,91,1186
2512454,738345,5558,1346,3868,3380,1596627,313452,1751,381,1326,1354,172,1187
3112524,668040,3363,1735,5509,8020,2567053,590507,1371,740,2911,3366,103,1188
1993830,133830,1448,1143,4117,4522,2376951,160944,799,707,3691,1856,84,1188
2543392,504440,3175,2625,11892,4825,2801355,413008,1485,1231,5806,2691,89,1189
2191407,686601,2371,1610,6810,538,2705738,854005,1453,807,4644,1145,83,1189
2281659,426004,2258,1359,6172,1584,2334270,498910,1159,1088,3877,1375,81,1189
6772218,1199085,8445,7208,37521,27236,2864683,801274,2540,1853,10757,6823,160,1190
1775516,375558,1858,676,2479,5689,2210486,498614,1718,484,1685,3993,68,1194
2824778,451180,4087,1485,3695,5276,2763757,475012,2258,818,2287,1942,75,1194
1857369,309465,4554,1053,3968,12520,1992802,339433,2969,882,3063,5924,74,1199
1787034,148667,1466,2257,12146,2065,2155631,193723,881,1617,10136,1282,70,1200
2007933,763654,8368,2004,5480,19177,1705459,732837,4279,802,3860,7366,104,1201
1936203,160988,2342,970,2147,6586,2525208,217974,1545,527,2256,3315,70,1201
2247395,572481,3375,915,1912,3066,2754634,730879,1810,509,1394,1281,79,1201
1771704,481196,2311,957,3455,2552,2358793,586696,1426,644,2911,1798,77,1203
2436560,783552,4982,2078,7739,6536,2291023,601228,2758,923,3932,3314,101,1203
1602397,259097,2862,1170,3416,6548,2109867,312026,1653,767,2768,3757,68,1203
4769253,687795,3295,2930,13479,4575,3931727,603642,1491,1101,5321,2290,117,1203
12610571,4273364,27766,12890,49177,28212,6130277,2173526,7280,3705,14469,8314,154,1203
1783538,350137,7683,1807,6958,7432,1796822,278966,5028,671,3544,2727,92,1204
4425006,924280,3459,1788,4542,1688,2821228,823382,1670,737,2740,708,130,1206
4922499,893021,6524,2593,7117,13044,2931259,609774,2273,821,2403,3927,132,1210
4035083,773013,6730,2419,9059,18197,3105252,709222,3120,985,4267,6705,115,1210
1846322,337993,1746,1018,2907,4741,2388625,350762,1271,528,1888,2790,78,1213
2655818,538031,2234,1148,3482,5289,3018402,703263,1648,662,2348,2574,75,1213
2355193,145192,1747,847,2857,3517,3405058,195842,1363,678,2358,2145,68,1214
5829328,1682930,9352,5221,20960,8852,4237490,1188116,2976,2003,8353,2605,127,1217
3265185,586220,2350,1716,7490,3955,2114022,389358,927,676,3260,1697,112,1217
2735768,510314,1670,937,1752,3322,2475675,431167,622,399,1271,1733,116,1218
11733338,3828555,18400,22330,100272,20179,6762672,2702034,5438,7279,38607,6560,182,1218
2306091,222396,1475,1421,6913,0,3637162,311309,1114,1447,6936,1110,72,1220
2224426,287043,2043,1240,3776,1479,2811342,345351,1400,626,3108,2154,73,1222
5055899,758927,4351,1803,5449,6240,4286778,676042,1889,616,2697,3013,96,1224
6272417,1072828,13014,7395,31076,17658,3678312,804319,6170,2869,12845,5931,146,1225
4226958,1131837,5973,5097,20103,8188,3044304,1202081,2245,2200,9248,2814,98,1225
6539737,2644636,27524,10494,42033,14101,3319594,1890483,10418,3007,13798,3511,150,1225
1478141,344660,1412,662,3497,1195,2124516,485607,1027,487,2424,1227,75,1227
6732685,1392746,8912,2049,3727,10788,5354947,772730,2612,792,2358,2516,146,1227
4669642,1277135,10560,1710,4884,17636,4381847,985531,4649,956,2616,7223,107,1229
2569352,660248,2782,990,4509,4337,2374346,770685,1739,792,2847,2148,119,1233
4493796,1285868,4668,2495,9235,5282,4282536,1180080,2123,1241,4485,2378,106,1238
2191626,429817,2381,2120,7887,4438,2528582,511419,1314,1336,4866,2400,83,1238
2487477,770554,4398,1810,5929,6780,2262264,792591,2052,1030,3803,3365,76,1238
6671096,1329735,11752,2183,6339,15936,3985207,783258,3874,859,2318,4154,158,1239
2032077,256890,2060,662,1594,6698,2287284,286270,1419,374,1043,3055,78,1239
6371370,1453256,11106,3687,13644,21626,5083469,1352088,5546,1788,5444,7740,98,1240
5884768,848079,6272,2456,8277,9171,5150115,614724,2333,1146,4541,2802,108,1242
4805071,803620,7118,3055,11454,13024,3222562,539503,2373,1261,4900,4248,133,1242
2693731,382778,2351,530,948,3792,2456206,336720,1185,256,965,1476,107,1242
1750646,520051,3564,3517,15633,8282,1990847,577184,2421,2426,12090,3839,87,1243
3701566,1211162,3815,1897,6060,7296,3629470,1235668,2006,962,3328,4083,95,1244
2373485,358475,4679,2357,10126,4818,2801425,399806,3026,1460,7715,2378,77,1245
5463591,781132,7139,3606,11939,5829,2768811,514140,1981,1327,3663,2973,137,1246
2469402,330984,1854,1372,4950,1377,2924230,395965,1368,861,3496,1146,71,1249
1759989,357701,966,438,842,2966,1972044,389827,1025,291,545,1343,82,1249
1795182,178784,2305,999,4142,2471,2211589,225026,1411,673,2958,1387,69,1250
6347040,777128,5321,1730,4480,11627,5159179,565710,2150,610,1956,3420,128,1250
1667942,428851,5233,1550,10292,7999,1379193,351183,2091,1083,5924,3336,96,1251
2017837,305857,1723,1383,3361,2876,2712968,375178,998,693,2411,1877,68,1252
1747821,439793,1953,480,1568,830,1944384,600793,1132,217,980,679,68,1254
4232398,1032147,4605,1196,5452,13144,4356522,1099906,2455,664,2818,6143,102,1254
9722220,3390563,16763,5483,18168,17836,7979339,2290638,5512,2412,7820,6015,198,1254
3937853,1415452,7200,1778,5750,7587,3276474,1083854,2522,1025,3900,3136,109,1254
3029252,501740,5307,1555,3520,7154,2957954,561843,3477,808,1966,3330,87,1254
3935891,775472,7408,2017,8656,13485,3182232,678671,3867,1027,3774,6348,115,1254
2723771,515412,2350,1327,5547,3955,2912427,560215,1570,858,3607,1862,101,1257
5754474,1694330,9576,5033,19816,23450,3153645,731152,2896,1140,4113,7105,207,1258
1861981,418931,2940,1089,2206,4519,2001498,424675,1772,576,1200,2568,86,1259
1798547,543546,4611,1233,2891,11518,1494553,404490,2020,537,1530,4875,87,1261
4532151,921282,6129,2395,9481,5383,2262008,545441,1576,770,2780,1754,149,1265
10460268,2055186,17600,5567,18871,39957,4952470,1258295,4598,1233,4628,9983,205,1266
1987583,337276,1774,974,3686,1872,3110544,384192,1093,675,2618,1048,81,1268
4039619,705296,4108,2749,11398,5904,2575077,560136,1338,997,4311,2780,110,1271
1992101,522738,1263,1478,4038,3057,1447411,371680,523,542,1647,1079,110,1271
12534547,2861052,20900,12623,51313,25402,5131927,1419402,5495,3573,13040,6901,202,1271
3459860,515761,4296,2692,11361,5426,2683458,401656,2136,1254,4444,2492,105,1272
1551637,339585,1457,647,1780,2052,1415823,296083,990,374,793,1451,86,1273
4295806,957055,7188,2426,13085,18884,2123858,607237,2640,818,3961,5235,147,1274
1550125,378695,1038,411,1697,1360,2160007,497753,743,419,1009,1447,82,1279
1707209,251582,1636,2300,10704,3430,1805732,299211,1180,1489,7192,1877,75,1279
6403486,1339145,6852,14892,81261,8329,4187529,997499,2619,6384,37775,4274,132,1280
1877886,434676,5085,1697,5022,5553,1879040,348271,3274,747,2724,3384,104,1282
9084058,2136002,12246,3412,14179,16419,4097040,910812,2633,719,2911,2988,186,1282
14088257,4489926,25456,7500,19794,24967,6758766,2898917,8223,2434,5873,6272,152,1282
6679459,1375020,9489,2688,8439,10833,3609250,903407,3370,977,4193,3117,137,1282
2655725,519431,3097,1697,6913,3159,2782445,389488,1646,1036,4171,1770,87,1283
5921373,845607,7029,3755,14036,13118,4036611,507062,1894,1207,5657,4663,148,1283
1702942,490285,1824,938,2385,3015,1098594,473642,950,324,1431,1254,101,1284
1663367,283415,1490,954,1968,3668,2187662,372959,1425,456,1737,2247,82,1284
4581049,718198,5065,1488,6486,7157,2831236,417431,1681,533,2411,2837,120,1285
1953148,752055,4114,2248,7263,5068,1497030,598813,1704,1022,3125,2505,116,1287
2737563,279187,2034,1452,5503,6290,2841897,311567,1379,909,2860,2466,91,1288
7199846,2029483,9605,4417,17253,13074,4180290,1362270,2568,1360,5001,3896,171,1294
3220748,407567,2147,932,2463,3683,2506481,387699,1002,383,1481,1708,105,1295
2129662,224050,1478,1028,4259,2570,2844393,287844,957,637,2591,2322,63,1296
11904117,1950722,17587,4752,13631,17923,6319311,1323931,6925,1871,4023,5098,162,1297
10199441,2701560,20206,31494,167122,29506,4193897,1220575,4473,7734,41178,8198,158,1298
3911844,610618,2287,4613,22342,1610,3410372,422349,1370,2013,11624,1155,101,1299
5165878,871733,5923,2905,10932,19551,4138238,766674,2553,1099,4344,5886,139,1299
2479319,493012,3776,2515,12074,11398,2090683,341920,1807,1355,6427,6303,110,1299
1878226,266888,2004,1069,3305,7306,2858685,304296,1518,599,2305,3466,68,1300
1730369,294021,366,770,4042,1738,2719122,420911,400,574,3298,1332,71,1300
2975931,859716,4849,926,1890,3756,3548288,937150,2773,614,851,1861,108,1303
6326628,1275018,6051,2239,7821,10420,3558862,587503,1480,534,1917,2174,162,1309
14701957,3684555,27061,7643,22768,57318,5976999,1450319,5361,1510,4522,9129,210,1310
4730545,1167595,7375,1331,3475,5311,4424963,985135,3525,598,1360,2008,125,1313
1604085,406849,2070,1488,6093,6883,1669870,430469,1124,908,4442,3719,93,1314
1998719,361785,1024,773,1190,2711,2490440,491983,965,332,555,1464,66,1315
1632608,292346,3447,1627,4850,9174,1575528,269791,1661,886,2776,4223,95,1315
8784182,1795299,9666,3613,10006,13429,8890006,1753813,4700,1822,5132,7034,99,1315
1924163,463086,3094,1179,1891,4775,1569855,324169,1251,496,855,1762,132,1316
11293687,2378409,21485,5332,16299,48981,5772547,1446162,4658,1413,5646,12454,181,1316
3523583,526461,4384,1220,4637,13608,2755408,426969,1726,566,2822,4450,104,1316
3537863,445563,2915,1962,7658,3795,2730935,290105,865,647,3175,1225,130,1320
1540635,383407,2061,1296,4702,2557,1779313,415760,1416,606,3526,1319,69,1321
2039821,385215,1296,626,1761,1665,2636524,526058,873,363,1054,1063,75,1325
6322097,2266180,18833,4626,12743,36546,3506670,1354170,6255,1483,3773,8985,145,1326
2511258,709529,3441,1379,6170,5364,2954147,850547,2044,904,4141,2934,98,1328
4300738,785179,5308,3480,14999,8579,3815094,892582,3158,1797,6906,4074,97,1328
3865561,816692,5729,2775,13204,8141,2275002,591842,2551,1064,5651,2873,120,1330
2394457,751758,6136,2171,6678,4261,1901777,629594,3123,944,3642,1830,96,1331
2740958,593325,4547,925,2456,7497,2885218,394748,2710,433,937,3459,123,1332
3131205,418547,3369,848,1017,5423,2648393,430826,1655,635,1005,2173,102,1332
2745197,412923,2450,1273,4068,2127,3099388,547181,1734,810,2875,1241,78,1337
2823377,736841,4832,1188,2859,5104,2744295,737957,2586,588,1453,2168,102,1337
7850719,2341958,10512,8625,36202,7334,4868676,1471311,2713,2203,10639,2348,175,1337
4427659,1043283,5432,2099,7271,2641,3316953,886712,2653,962,3340,1798,103,1337
2036300,242883,2468,1221,3103,2075,2641997,281809,1687,806,2339,1040,69,1338
2108178,401046,1426,723,2897,1899,2165076,415646,1081,459,2077,1119,76,1338
2161306,785113,4374,1048,2450,10408,2722350,856928,2266,747,1843,5336,80,1338
2026524,469416,2978,2199,9284,5616,1917179,415457,1865,1193,5145,2751,98,1341
3131557,951590,2461,1447,3604,1607,2872291,833973,1078,636,1860,569,89,1342
3439581,594671,4864,1518,8137,5757,4103178,703248,2518,1296,6171,3516,84,1346
2692047,1151352,3627,2000,11589,3714,1727533,1026368,1202,1138,5913,1991,107,1346
2125029,344976,3299,1605,6029,11182,2661242,418387,2142,1008,3200,5317,74,1346
1743549,486691,841,146,914,1155,2943019,705530,934,181,786,836,76,1350
1852024,153413,1409,1299,2800,3483,2033847,188677,812,625,2519,2883,71,1350
2841311,751736,3732,2380,8993,8251,2971402,798909,2641,1359,5762,4913,81,1353
2612709,300863,2001,1608,5772,3611,3943594,399642,1338,1148,4438,2351,61,1353
2019319,254889,1325,919,3206,1380,2706459,304771,1155,557,2055,927,74,1354
1620781,240872,3444,441,798,9801,1883347,268474,2303,391,391,5008,85,1354
2021551,213135,1936,812,5849,1500,2004928,252877,976,881,3785,994,76,1354
5227273,442715,3974,1897,6372,5675,4657118,443465,2114,874,4004,3100,95,1354
1936695,135156,1983,938,2948,506,2101886,175181,1345,442,2137,467,74,1357
3801404,1032507,6777,2025,7349,12288,2501296,932587,2663,822,3045,3511,120,1358
2603340,860855,2449,1154,1944,2807,2824507,1070480,1848,464,904,1586,81,1358
2651537,682670,3256,1634,6720,6574,2625151,727351,1889,964,4575,2838,85,1358
3213905,660121,6384,1752,7595,12640,3383688,821299,4600,1028,5259,5460,86,1362
5141493,1529679,9116,3549,16951,14200,3322058,1023654,2919,1706,6245,4004,151,1362
6644713,2545180,11802,4595,17494,24870,4554975,1847160,4390,2189,8583,7875,137,1362
6323322,2510736,16134,3249,9055,26460,3062706,1064531,4150,880,3241,6283,206,1363
12077440,2770426,19267,3691,11255,22811,6374569,1620791,8197,1188,3104,6437,139,1363
13755922,3530866,23411,14090,63132,25037,5710224,1372377,4368,3105,15387,6138,187,1369
2812358,471576,3311,2660,11928,9008,2282565,326418,1371,1106,5326,3929,99,1369
6973886,1589670,5681,6253,27930,6905,5850709,1145682,2196,2464,11751,2984,121,1369
2091299,214970,1394,1482,7120,2168,2801956,279966,1021,1127,6702,1388,59,1369
2219453,282156,2341,831,1353,5039,3236453,371292,1280,477,837,3118,79,1370
1719386,391667,2453,417,2303,6156,1831436,349109,1549,471,1681,3050,82,1371
1613147,237448,1531,741,1206,1653,1900719,292449,869,449,1415,846,84,1371
5417804,1380541,10255,3190,13539,23666,2945184,898657,2916,877,4714,5538,152,1372
4404333,1009496,5522,2866,16215,3575,2820229,812120,2855,1522,7942,1762,124,1377
3836443,568159,5292,1424,3771,14147,2204659,306121,1710,392,1393,4188,133,1377
2221151,587451,907,951,4586,1422,3044895,688881,660,682,3887,1124,67,1377
2357179,305357,2586,2852,13867,4210,2501168,334797,1873,2022,11015,3379,65,1377
5880748,1441568,7935,5499,21749,11247,5278242,1447168,4435,3101,14551,4769,103,1379
4945111,1571926,10877,4833,17770,23423,2698004,981626,2807,1389,5780,5606,141,1379
5766363,1112681,10006,5300,19652,22781,3471378,820199,2474,1547,6942,5904,147,1379
11964962,3900817,25895,11680,42918,43981,4743587,2152072,7255,2728,9612,9188,184,1379
2199330,299872,2234,1569,7179,6060,2388601,389582,1553,1221,5378,3792,75,1379
3182986,411074,2462,2350,10967,1572,3459080,512558,1397,1467,7689,1238,91,1380
3749040,521922,5059,1592,6632,8782,3820376,462275,2252,734,3700,3512,95,1382
1485846,300233,2112,1134,6644,590,1888751,419728,1464,1111,5134,959,69,1383
2300965,341960,2199,1048,5052,4912,2015405,388104,1394,518,2437,2182,79,1385
1787717,144785,2401,1428,4233,6839,2207492,173836,1590,809,4105,4735,74,1387
11039414,2461733,12382,8444,35834,18711,5870788,1541226,4285,2043,9469,4634,164,1387
4350510,733775,5680,1639,4690,14168,3729523,482766,2065,583,2517,4828,123,1389
2118520,314688,2787,615,5585,9892,2240842,275228,1438,753,3987,4385,82,1390
1718470,250697,2347,1591,7795,6443,2206860,281133,1179,1223,7211,3028,82,1392
3849039,593883,6042,3368,11379,10230,2491203,405297,2197,1232,4928,3503,123,1393
3092982,730571,5696,2640,8090,12620,2308917,614107,2334,993,5620,4272,105,1393
1675566,357065,1807,2476,11323,2504,1939042,377211,1205,1757,7841,1382,81,1667
3878051,426826,3795,4675,19550,15498,3391733,389733,1871,1848,9155,5141,97,1668
1681091,572128,4557,2274,5577,15023,1790298,652635,3168,1395,4662,6813,78,1671
3132956,592670,1513,3555,15528,3494,3822820,783610,1929,2894,14211,2735,84,1671
1524254,335883,516,868,1071,412,2480581,514869,607,424,747,828,66,1673
2071417,596703,2195,1061,1602,2621,2801378,736466,1541,578,1222,1217,87,1674
1727233,213018,2309,896,2069,2102,2171192,301760,1980,512,1759,1047,59,1675
3632812,1156705,8013,2276,6023,14344,3892625,1061886,4720,1152,2569,6082,118,1676
9502455,2876953,18419,5795,20654,31767,4822394,1944215,6197,1904,6749,10606,161,1686
4909411,1077397,10263,3087,9920,12791,5393225,824110,3691,1272,5577,3811,106,1686
2786194,541130,2682,2270,11480,7571,2454612,599335,1441,1346,7391,3272,90,1687
1785701,387671,4201,1549,5685,9114,1793400,527903,3339,1073,4500,4760,78,1687
1655921,293395,589,1481,9829,1896,2054067,392385,626,1232,8265,1280,71,1690
2676296,641397,4701,2859,11021,8435,3316967,853219,3467,2194,9368,4672,68,1690
1996976,284899,2691,2342,9648,1635,2967945,407491,1886,1890,7690,1327,79,1695
1909759,676448,2492,1727,1575,568,740731,296560,770,451,564,264,194,1696
6778466,2426313,13073,3800,13733,22939,3903060,1419652,5276,1234,3636,8589,143,1698
2482773,467778,2628,11158,60802,2535,1878762,404253,1142,5538,28840,3464,88,1701
3444147,546462,5632,6018,28060,11756,3623407,589004,3363,3441,16627,4563,100,1706
3955588,1046480,8338,5177,20016,10003,4611653,1117394,4705,3054,13189,4291,93,1712
1965765,286175,4828,2241,4032,6462,2535604,378074,4734,1744,3019,4299,73,1712
10044112,3129305,15497,3250,6775,20725,6357358,2508655,7419,1472,3182,6884,138,1712
2888657,1136316,6575,1285,2553,6430,3396801,1167437,4021,815,2194,4181,75,1712
1854437,176871,1821,1244,5443,4585,2873350,220515,1465,998,4222,2571,72,1720
1550460,309222,1373,1228,3754,3362,1850795,342503,810,699,2542,2161,75,1722
7592959,1382425,9989,5004,19625,19085,4052668,704455,2541,1484,5167,4917,163,1725
4497679,1128951,11442,3105,6942,22849,2270876,720046,5021,964,3185,5985,166,1726
4417935,1146938,7560,17051,88690,5296,4632740,1124438,3618,8424,47177,3597,92,1728
1546851,364547,1481,68,780,853,476135,131672,386,190,487,476,251,1730
8779692,1537702,10048,7755,32484,11237,6590684,1278126,4192,3256,12450,4247,121,1731
14322282,2882014,21378,11263,49758,37603,7201703,1289130,5530,3341,14652,7426,176,1734
6524910,1521440,8006,4765,20087,7363,4773841,1234923,3429,1716,7452,3487,139,1735
2318454,322995,2276,982,2909,3801,2847389,427028,1885,733,2648,2206,73,1735
2574050,1179340,4853,3718,16554,10314,2432253,1070644,2334,1840,7650,3980,119,1736
5289575,1348301,6423,3047,11464,11350,5894282,1695735,3941,1978,7169,7267,97,1736
2165923,401636,2746,2290,9994,3754,1582490,286855,1328,905,4443,1931,106,1738
1772870,287048,2171,4254,20763,5368,1884329,262002,1181,2006,9348,2584,89,1738
3723425,617970,6270,2344,7438,17013,3305613,599934,2939,841,3127,5527,111,1742
