FSC-A,SSC-A,FL1-A,FL2-A,FL3-A,FL4-A,FSC-H,SSC-H,FL1-H,FL2-H,FL3-H,FL4-H,Width,Time
6043179,1493345,32519,2995,674,202105,5502029,1604108,19400,1693,911,98109,97,1537
1633184,269332,4661,760,734,3496,2147243,284819,2776,337,390,1876,86,1537
14048526,2505518,58304,5236,2066,65773,9236507,1576972,19071,1819,1058,19878,136,1539
2149770,387354,10566,860,1103,3244,2210371,477497,5902,575,596,1899,83,1542
2355822,601517,245597,15985,0,2127053,2204894,614217,173844,11326,1828,940298,102,1542
2093403,541623,530,470,0,288,2588740,624812,417,259,85,319,79,1545
2008959,238511,12729,1192,761,29415,2127893,262596,8941,733,722,12673,67,1545
1657555,263904,1323,625,552,616,2470798,383739,1052,321,313,485,73,1545
3342854,325875,9844,1148,652,15958,4369548,417250,7265,620,562,8389,76,1546
2685737,685544,6592,773,445,9385,2453297,883165,4097,471,284,3921,75,1549
2383573,270283,3705,432,1014,8744,2789725,350961,2556,422,655,4549,81,1549
3013142,467395,7615,998,796,11348,3320450,461467,4451,520,307,4802,97,1550
2113063,283484,5611,307,529,10568,3098592,362821,3886,281,419,6334,66,1550
4826072,1057057,18980,2841,480,29427,2986642,631957,6445,906,497,7982,115,1552
7809764,1916089,275344,20148,0,1084085,5692389,1229506,208795,14775,652,397387,141,1552
7324141,1263199,32884,2500,1142,256406,3553985,703347,10082,812,1380,95184,144,1553
3068014,714226,7367,916,846,9417,2641596,677084,3832,440,342,3784,107,1553
1765677,284567,9536,451,246,16374,2567194,320992,6346,542,141,8274,83,1554
10038748,3353706,114092,9483,884,393978,5994837,1714780,52036,4077,1412,119084,172,1554
2628231,570412,5582,976,1474,10509,1591111,369321,2486,349,964,3703,128,1558
1480487,268949,2467,422,286,3562,1955955,328958,1556,266,222,2134,66,1558
2430334,238639,4766,557,448,6035,2339162,305006,2833,394,584,2895,97,1559
2913683,1014629,6864,956,1267,3415,3273503,1163579,3562,468,978,1733,74,1562
1856046,207707,5206,750,632,19400,2665747,268911,3308,348,473,10380,67,1564
1730350,184470,5211,681,0,36839,2421650,215406,3224,358,259,18688,75,1564
3254017,781107,11488,1311,464,15086,2554639,699986,5556,626,419,5454,110,1564
5981076,1038245,22624,2477,737,91779,3157455,622989,7302,749,734,33673,123,1565
2282621,454764,7555,945,1342,15145,2042080,328697,4377,440,713,6912,100,1565
4916421,527863,152262,10556,0,2819766,5657427,550341,96160,6649,936,1072169,97,1565
1903338,684541,8892,739,235,3118,2782434,773995,5208,520,468,1833,62,1565
1709806,499403,6874,892,261,3310,1923180,569623,4594,714,469,2117,81,1568
1975433,452520,3867,797,1020,1812,2678516,616485,3239,507,396,1158,61,1570
5295450,918890,12101,1775,339,42223,2989987,511999,4477,528,364,13280,130,1572
2085159,714351,193697,12905,0,2155345,2249941,846738,161326,10143,2337,991800,82,1572
15293583,4008091,521917,37709,11383,8339626,6791866,1977539,310649,21746,21556,2740539,175,1572
2768607,241490,4103,535,558,5644,2681793,280327,2579,347,586,3099,76,1575
3678480,372098,14153,1286,595,77309,3040946,334132,6981,505,482,39061,98,1578
3201276,770184,19135,1810,1234,36654,1913657,527430,6615,673,773,10679,124,1579
3672329,1236637,35888,3803,402,513743,3225455,760395,11229,1076,1288,226652,126,1582
3877306,641784,12606,1340,480,36810,2879185,474779,5184,464,401,15259,102,1585
1909491,229444,6103,760,1349,3013,2050000,313535,3917,424,761,1506,80,1587
3577068,563010,12419,951,929,13576,4124213,712567,8602,739,1002,6955,77,1588
2544832,456987,10116,1227,811,27473,2255342,417875,4582,524,775,8070,109,1588
2314003,704581,140056,9973,0,1608165,2624842,672471,84423,6240,241,760447,85,1588
1552352,235173,8706,722,771,25132,1811677,267201,5420,388,543,12810,65,1588
3022638,459959,8037,1302,787,6172,2721539,339534,3423,507,599,2149,107,1589
2057846,383884,8234,1555,604,28745,2253672,458438,4941,616,424,12481,87,1590
6613352,1077813,175677,11973,0,2505868,3118903,581113,123099,8312,2801,1146008,167,1592
5684631,1637674,23390,2051,817,93785,4136523,1291551,8977,796,503,41940,131,1594
2933064,920314,12149,1610,1508,22739,3092277,1051395,8138,793,714,11178,92,1596
3917753,798219,131357,8718,1078,460553,2951401,554376,57913,3755,1965,130891,126,1596
2144762,250883,7462,744,514,10486,2497965,301213,5461,334,791,4445,72,1596
13342554,3586066,390711,26047,0,3056538,6597298,2063623,129959,8948,2051,945890,154,1596
2080569,704793,9826,1813,1578,21692,2188993,729080,5519,837,858,7541,91,1597
3838505,686634,16622,1296,773,27785,4390395,692449,9498,883,542,12772,89,1601
1852826,266085,7312,732,1170,11057,2096542,268166,4443,520,716,5501,84,1602
6926200,1847663,43857,3288,1233,56909,4573164,1416526,14164,1331,1048,14691,136,1602
1609959,349694,6475,784,321,24630,2551830,374636,3589,407,119,11922,67,1603
3716335,927792,16066,2078,3814,10156,3598131,1043009,9426,1353,2059,4351,88,1604
13568113,2704152,88236,7137,2103,275629,7910570,1530433,28942,2153,1090,80834,139,1605
5980907,1586279,24045,3162,2737,23775,5081720,854420,9475,1002,740,9964,133,1605
6189096,1992664,20977,2168,2106,21576,4590577,1619283,8162,881,995,7203,111,1607
4640346,865735,20200,2454,1521,42376,2851654,647377,8064,929,746,15203,106,1607
2764604,710069,92666,6461,0,1224131,2171003,442531,54499,3565,459,533952,123,1608
10083178,2525896,194842,14052,0,3493486,7707716,1729515,98274,6879,4097,1349332,155,1610
2171092,264438,4683,870,352,43043,2359039,239387,2601,503,300,24716,87,1611
2099875,385688,3731,999,280,1725,2159716,440370,2020,338,510,1129,98,1612
10116361,3338146,205103,13928,282,812772,5689523,1753102,116523,7440,1385,343424,162,1612
2839057,423332,8054,873,1315,3144,2134431,427488,3697,443,596,1301,107,1614
3193374,340032,16069,2096,752,34151,3826715,379826,11597,1184,523,18206,78,1615
1958482,394386,6018,436,540,21579,2103423,503261,3956,321,366,9298,74,1617
12806394,2692502,42351,3213,1453,225380,5510350,1127912,9015,762,895,81765,188,1617
1875462,543098,4200,564,1280,5654,1975145,622261,2660,486,737,3186,90,1617
2492883,411806,5816,715,655,43604,2779469,486021,3982,472,459,22248,72,1619
3047824,768759,11241,1243,339,22001,3298420,902408,7313,711,496,9587,80,1619
11184120,1589055,53214,5120,1590,212763,5834863,931597,18169,1675,1353,55342,162,1621
2587238,301081,12382,1604,0,1356181,2917768,369142,10055,940,1593,663049,88,1622
1869143,366237,9349,1295,1062,7288,2342995,402226,5549,665,529,4490,77,1625
2039906,360123,1714,275,1534,1697,2712141,502217,1529,276,777,814,74,1625
1498372,299378,3323,953,730,5987,1773721,336749,1900,322,442,3218,73,1628
2447974,533497,2028,649,1250,4974,2717504,636270,1295,303,864,2645,76,1629
6663967,1771430,21933,2396,1061,363021,5063160,1310584,9498,1047,876,131540,148,1629
12846359,3479244,341274,24090,0,2596163,7717512,2130993,202300,13005,2620,980265,140,1629
5107010,826336,16741,1556,502,43751,4674032,779612,8779,768,591,19370,97,1629
13230158,3056561,52448,5624,2975,92041,6539641,1998072,15064,1663,1510,25404,158,1630
1859373,176920,7131,494,461,10490,2116076,234530,6053,415,411,5658,89,1631
9093559,1456304,21300,2016,1575,23638,5867452,1038609,8316,836,658,6961,117,1632
10453040,1544304,31350,3149,1833,94703,5911828,1039779,10015,974,1041,28056,161,1638
8904050,1966967,29416,3178,558,38734,3763806,1225785,7166,709,427,12620,185,1638
5640405,1096090,26085,2139,1718,46192,2618709,647070,5686,555,570,11961,174,1639
11851262,2842871,47582,4362,4746,70970,4444556,1274850,9971,955,1617,18280,202,1641
2234472,399346,2293,388,458,4603,3027946,558226,1798,280,330,3170,84,1641
2358821,390516,3176,456,1561,5944,1803818,443023,1532,235,596,2833,95,1642
2745904,513720,6197,922,2013,4652,2022786,400790,2596,393,764,2380,119,1642
1596436,256545,2532,422,1136,3352,2549881,371144,2324,293,554,2350,61,1643
1837668,358838,3036,436,662,5810,1883164,440309,1638,280,347,2452,81,1643
1690755,218445,2264,47,717,3815,2270826,191261,1198,106,489,1984,88,1644
1668204,248430,1779,581,1384,3126,1829873,278733,1143,229,941,1633,87,1647
2926869,857381,15035,1275,33,309314,2185140,719368,7072,664,607,139087,102,1649
3101296,733458,15833,1462,610,28327,2405118,541151,8023,705,507,9181,97,1649
3242787,764113,177961,11009,0,1665557,2972300,958889,157022,9867,868,768821,94,1651
2245030,492049,4473,574,1167,8316,3341979,652228,2874,311,691,4467,70,1651
2009819,351474,7857,612,820,8093,2266591,389608,5338,365,474,3788,76,1652
2073074,172400,2311,706,774,5449,2655985,208110,2210,353,1062,3203,68,1652
1864292,339427,3986,779,693,5084,2260338,424407,2402,356,346,2168,85,1653
5124819,991537,20041,2966,1816,22824,4880016,1004719,13915,1701,1255,10684,107,1660
1998537,299483,7681,747,751,6306,2130030,354235,4212,428,393,2762,81,1662
5259756,996854,137845,9755,0,848955,3915584,708520,106786,7022,1004,296752,122,1663
4351337,774624,21039,709,0,587233,2846843,539079,6585,626,577,199892,122,1664
8465733,2021701,46512,1720,1256,58330,5164945,1182874,12934,829,790,12709,141,1664
1849207,545115,6251,799,535,10790,2425021,582745,3480,425,437,4661,74,1665
2071583,278038,2324,636,533,1903,3191445,364817,1521,296,267,764,67,1666
3924721,1195794,12876,1618,1006,18566,3996150,1436288,7404,1122,498,7969,80,1667
9914216,2325868,56062,16730,25248,20720,5522532,1202539,15744,5409,7837,4789,181,1672
7747700,1894861,119549,9132,0,1623860,5715581,1690416,53629,3847,942,684498,126,1672
5324783,1759391,274662,19478,0,2745067,2997955,760788,178849,12085,1167,914710,152,1673
4507812,1347884,13633,1797,2134,6200,3302500,1185109,5240,760,1311,2918,118,1673
1656650,532978,4990,989,1112,618,2411774,766977,4189,606,820,565,63,1678
1703714,335905,4096,567,623,14506,2404151,439848,2925,372,839,6568,65,1679
2429661,1109921,9337,719,1517,11334,2798607,1323927,6345,626,876,5250,74,1681
2461518,705578,13602,2017,1087,19389,1728314,427910,4812,558,648,6070,108,1683
2001715,777801,9046,967,865,8659,1716692,755148,3924,479,674,2902,106,1683
12428138,1891077,276267,19533,0,1585972,5732907,994034,178682,11620,1327,531083,204,1689
6876806,2172006,193074,12557,0,1517715,3596111,1327378,132364,8312,1873,647927,160,1689
3402288,894020,6995,818,1071,13959,1826792,473274,2047,346,580,3690,136,1690
1846261,221358,3813,266,460,6886,2181560,230144,2368,335,198,2854,84,1690
2348922,511585,9980,1334,890,16152,2543221,621786,6245,717,414,6603,85,1691
2043563,220750,3094,229,479,161900,1996283,239424,2142,213,856,94548,81,1695
7464387,1883445,25499,2615,41,162676,4804418,1525251,10102,1055,1027,78971,99,1699
1864894,228507,3146,631,0,1567,2612622,284432,2392,358,82,827,75,1699
1792719,452295,9131,1243,976,3955,2236152,443604,5593,819,1225,1398,89,1700
3179273,689988,241077,15522,0,1973754,1950698,464795,175452,10639,404,833511,131,1700
9181879,1975404,43314,4206,3436,40206,5342193,1027520,12741,1098,1354,11638,144,1701
2601644,449639,11276,1279,1603,4320,3043809,536175,7380,733,1040,1875,73,1701
2676236,426972,8309,680,501,11453,2298763,305969,4405,323,635,4167,120,1705
2502150,424092,2453,825,714,1669,2787657,509180,1759,341,353,785,94,1707
2519759,322109,4780,488,801,7912,2914944,425270,3273,314,553,4343,84,1708
2701413,279566,4428,652,852,3943,3433018,344275,2894,377,526,1804,74,1708
8932815,1742382,71599,6207,0,2339604,3706386,860723,23596,1742,390,670817,203,1708
14712975,3821726,390836,27348,680,1610956,7883927,2528397,237759,15627,2686,630847,179,1709
2085752,140111,2181,0,224,1899,2784174,179026,2031,96,139,985,70,1710
1795114,505054,9572,990,1428,3923,2488186,717042,7663,870,916,2248,67,1710
5777325,1409707,30492,2473,0,574688,3943982,943023,11164,905,1160,257780,143,1714
2093895,388839,4186,554,0,6448,2060671,351467,2296,289,260,2876,91,1714
4868277,959717,19022,1730,1709,30593,5385119,1170724,11600,1070,1440,13287,88,1715
2090585,274411,10987,1191,404,15144,2406933,308192,6694,653,700,7837,74,1715
2381043,584829,15657,1737,826,14705,1980613,466827,5846,779,558,6364,93,1715
3462621,383300,10491,963,1602,17926,2723066,306380,4287,429,753,6335,91,1716
5955580,1213048,14197,2057,909,18584,2527508,443409,2985,415,816,3230,218,1716
1840338,332198,8601,1005,389,13960,1991358,353522,5827,722,412,6849,88,1721
6964403,1273302,31589,2943,1171,77527,4282963,824977,16487,1235,453,37307,135,1730
2646396,640612,5179,799,1281,4058,3399514,746639,2972,457,591,1590,84,1730
5625193,849967,28309,2125,343,48425,3178425,562794,10446,729,448,16467,127,1730
3446519,511552,7638,1117,1095,7385,3165125,492359,3799,477,613,3188,97,1735
5720534,840632,20863,1961,1777,39947,5347444,737441,7346,819,830,12377,121,1737
2450744,456777,6341,1028,996,11300,3303405,565902,4126,665,832,5220,74,1741
5584222,1491909,182299,13109,0,768848,3192537,960611,132086,9294,2066,305652,137,1741
4491821,792664,88069,6697,1027,74675,3103627,628322,66584,4705,742,33482,120,1741
2778004,354150,4402,958,614,6293,2877291,433369,1990,409,435,2877,110,1746
8416822,2324972,33060,3078,2012,45713,6366564,2058673,15758,1487,1129,19164,121,1747
8344847,1891773,276276,18503,0,962332,5877646,1544275,187124,12769,3349,452526,118,1747
2076717,411167,8227,942,476,10113,1859299,392768,4460,583,395,3859,83,1747
1831579,185579,4521,490,823,1935,2457207,223067,3353,430,381,974,77,1749
8842478,1999956,38857,4286,1306,47758,4733054,934498,11629,1191,462,12839,200,1751
3783004,616720,5257,864,1137,8381,2600778,540807,2532,395,555,3236,105,1751
2161397,683203,7292,982,936,6585,2252865,650504,3713,488,544,2360,95,1752
4231381,788677,8718,847,1683,8709,3557597,791438,3945,369,566,3722,100,1753
4514642,1023640,17578,2415,1850,17302,3048147,646423,6525,733,1270,5303,158,1755
7249543,1069420,44946,3430,814,288134,3841167,625432,21088,1459,1458,106386,131,1756
5786924,1294981,21229,2145,3170,33840,5642538,1349817,10770,1147,1241,13834,103,1757
1902827,388376,3863,810,1117,2231,2778728,523269,3396,405,640,1507,77,1757
4210065,613432,163029,11387,1497,127261,2509488,391545,114504,7127,1317,50412,131,1757
2617423,591262,132550,8950,0,505036,1968311,429715,108979,7031,690,214037,97,1759
1622888,233042,8536,1103,695,48300,2075444,284238,5645,550,375,25378,66,1764
1586201,365137,1405,255,60,858,1987478,493135,1059,203,293,718,73,1766
2226384,414649,7484,1032,1026,30984,2183015,444253,4727,547,943,16109,81,1767
2354897,237512,2073,642,94,2820,3234370,322708,1222,412,113,1969,62,1771
15401692,4572003,84019,8846,6141,166912,6787001,2510160,21995,2880,3188,59956,172,1772
5004985,1101648,11546,1151,1040,5080,3540110,774640,3952,524,470,1969,106,1773
2341905,456441,87089,6001,0,822681,2657654,529081,68586,4491,1390,423392,86,1774
11360695,2355693,38812,5171,3497,254227,5105281,1336148,11426,1542,1528,78788,200,1775
3769501,581616,175549,11287,0,1150054,3624522,658170,113600,7530,1679,483406,107,1778
1927210,161759,8807,784,701,10584,2269010,182300,5614,397,506,5604,83,1779
4246910,408009,6339,1150,32,2038,5416044,560145,5171,697,447,1352,89,1780
2124611,391339,5845,311,889,5380,3174356,536835,4126,451,639,3408,75,1782
1595007,332268,5678,665,693,31398,1416188,339780,2869,276,706,16468,79,1784
3716993,771533,7560,1125,4202,8085,3765659,698793,3983,673,1891,3279,108,1785
4859145,1522052,177246,11686,2706,123609,3079878,1093562,139625,8412,1708,43038,134,1786
2431871,452313,8915,883,1042,21587,2554465,499530,5495,514,862,10561,75,1788
6943634,1539035,27009,2679,1552,35090,5431046,929804,10721,973,643,10745,135,1794
5501670,1138379,18935,1781,1806,45840,4461293,845914,7589,794,1182,15488,113,1795
1770408,151308,3943,616,1428,5869,2346400,195360,3243,387,944,3403,78,1797
2820672,332804,6861,410,752,12548,3660596,412914,5200,372,812,5835,78,1797
4623656,1241796,24949,2602,3242,26391,4480544,952566,9333,1056,1489,8887,117,1801
3186358,707291,9007,1502,1988,7284,3421308,831841,4472,602,915,2993,87,1801
3424253,1006390,15706,1440,1459,19319,3228430,797001,7902,913,741,6340,133,1802
1719027,192966,6443,612,789,9162,2140902,265193,4669,413,639,5300,70,1807
7356017,1413287,27861,2714,0,318131,4486915,1012530,9269,932,849,135529,143,1807
4984580,969710,17235,2469,266,85737,3824383,685516,7852,916,232,32650,127,1811
12268670,3974486,72720,7465,686,595996,5895087,2053662,19197,1750,1546,178544,153,1812
6106019,1477161,498168,32602,0,3109333,4581774,1099057,237622,14532,2052,940066,127,1813
7928827,1492294,114265,8286,429,420323,6399150,1173692,68569,4487,969,156961,151,1816
4504479,701255,23587,2498,474,74005,3436034,652605,11686,1171,787,29455,106,1816
2571143,240059,291,4,352,0,3369390,299179,251,88,549,49,76,1824
1455267,335873,2871,702,458,4263,2090957,477440,2321,466,323,2493,77,1826
4949978,1310632,357069,22681,0,1849269,3718252,1166482,262562,16317,599,739784,109,1826
1828396,229459,4880,636,746,9898,2236500,307057,3611,433,596,5451,64,1827
1621043,265689,8662,1009,660,38089,2045602,292087,5113,435,437,17074,79,1829
8402742,2326090,278386,19491,358,1326125,4727913,1369658,188662,12709,1546,392849,133,1831
1473865,406502,2052,34,931,449,1914115,564934,1838,338,588,346,80,1832
1747077,340136,5330,649,776,4425,1661983,343022,3620,289,506,2003,89,1834
1900419,254285,6237,451,417,59521,2161198,301204,4182,494,693,32247,68,1835
7175023,2235076,60435,5886,5093,14475,4613139,1195127,23410,2347,1771,3807,151,1838
1749824,415853,4572,995,664,1616,2140072,418787,2398,421,441,1174,81,1839
1700488,183347,6607,580,0,353585,2064173,234628,4290,369,165,191680,74,1841
2307135,332405,10264,1008,1180,11675,2566827,363954,5941,586,730,5316,92,1843
2720307,802046,135606,8971,0,2784234,1917582,619688,91108,6075,1995,1220960,107,1843
9002031,2846209,319192,22035,0,2635458,5485005,1901476,145835,9376,2777,727084,143,1845
1599727,475948,4598,779,1177,4900,2414479,615799,4143,484,1129,3326,71,1846
1830196,190646,1741,84,1045,2159,2675846,264083,1321,39,516,1243,64,1847
5203395,1111870,13982,1440,981,4858,2692501,598379,3646,466,457,1544,151,1851
2156544,235831,6270,617,307,1589,2820845,317255,4957,305,299,935,68,1852
2830700,437632,9633,1320,0,318379,2479857,318870,4462,574,730,159108,102,1853
5666475,1900318,24908,2775,1408,25665,3656622,1307837,12325,1300,673,9429,99,1854
2111995,125486,9200,2505,2579,2914,1697428,84652,2925,843,1347,1317,126,1854
2635808,781204,12493,1376,1164,19977,3352217,940231,8053,914,706,8712,85,1855
2752576,660938,6816,693,0,6057,2406408,504108,3581,320,86,2460,102,1855
6508659,2117184,28770,3040,5383,23488,3563039,1026587,6205,674,1648,5373,163,1859
1898219,348015,5582,678,1455,8001,1669239,253824,2505,381,829,2032,108,1859
6441308,368627,0,0,0,0,385734,233768,956,262,579,1065,1001,1859
2330369,245215,6156,844,909,3539,2787399,328196,4769,557,687,2160,67,1859
6802036,1074578,24097,2828,1444,467242,5383064,969598,10244,1334,1882,213091,105,1860
13976920,3436610,89650,8029,2640,633656,5438655,1687211,18256,1545,2089,116009,247,1860
6585524,1557879,197977,14155,2135,772917,4913241,1145112,159293,10192,2072,391795,96,1860
9055117,2266400,53627,4985,0,1596252,5525386,1208505,17882,1780,3733,592252,155,1860
1684010,334939,2260,628,642,2876,2562674,467588,1589,379,434,1836,65,1862
8674641,2974632,167651,12045,1589,478129,5556089,1745380,100004,6601,1015,236200,207,1864
1978139,239046,3846,620,333,1559,2489327,318248,2728,307,317,912,59,1866
2416008,627319,19913,2145,324,272913,2910452,408023,7066,786,1066,102423,132,1871
9130741,2469669,37646,3697,3148,20018,5884119,1994028,12985,1330,1263,7767,121,1873
5794498,1360142,18174,2364,1759,80570,4899517,1108681,9595,1028,985,33976,116,1874
2138200,533848,5654,900,255,9872,2412164,486696,2657,376,472,5278,75,1876
1976859,170048,2755,246,414,1292,2642168,218943,1769,160,317,768,69,1877
1878502,213335,6625,586,0,30812,2318629,253586,3321,318,337,14433,68,1878
2731862,1197092,14152,1766,970,4740,2538904,1094317,6364,672,615,1801,108,1879
2000837,235322,3591,523,737,4632,2962112,326009,2597,239,375,2536,64,1881
5966024,1570481,177893,12304,0,1261615,3759036,1383472,118920,7630,658,531271,150,1883
9990477,2711552,240150,15647,0,1948420,4663408,1010722,156788,9467,1780,684436,203,1883
3139355,570327,14443,699,0,514332,2082083,411461,5143,392,0,156963,113,1886
4876793,1241833,13175,1392,1586,26313,3315901,1112436,5663,503,533,9045,129,1888
9897371,3125040,121244,9264,0,1789221,4886822,1749161,40186,3099,0,669520,156,1888
1986155,300670,7590,847,573,16809,2627663,363500,4972,422,546,9676,68,1889
1774050,477481,18561,1692,1331,13418,1603081,377347,10399,659,720,4836,102,1891
1851682,217795,5571,828,661,47455,2267194,263377,3766,420,343,24657,82,1891
1609629,491650,6155,773,1414,1479,2062917,641319,4613,709,957,1586,78,1892
2367526,100358,2928,385,436,2523,3331484,139069,1991,234,251,1510,81,1892
7650192,1262438,26127,3709,5879,101444,5098326,645752,8111,1007,2018,31746,137,1894
3370047,1094441,8114,2238,4867,4066,3814478,1327352,5238,1818,3938,2787,81,1896
2060617,213663,5830,455,832,7990,2610694,296685,4546,281,630,4751,79,1898
2683418,261244,1819,391,776,4774,3989045,340251,1615,218,310,2996,68,1905
1767127,275547,1244,664,868,3989,2499713,331560,832,292,492,2038,75,1906
2322252,748706,115370,7868,0,1199307,1905517,862128,77335,5059,1581,522401,95,1907
7424964,1500052,25097,2297,1733,53687,6755725,1479177,11524,1272,1164,20083,118,1907
2152233,200178,6354,661,583,2953,2701373,257367,4390,420,378,1233,81,1908
3166016,1067264,362435,24407,0,2258398,2481857,1027815,237486,15905,3233,971439,88,1908
11950804,2663336,61225,5923,0,738620,5422303,1725512,15098,1277,1037,213320,191,1908
2651507,503772,10057,893,764,17755,3066575,443317,4756,408,332,7261,88,1909
1447466,296141,3420,236,73,4210,1842775,354396,2501,331,173,2690,80,1911
5099063,795553,18442,2426,1658,22812,2984334,389360,6653,680,741,6972,149,1911
4330809,881066,38970,3340,465,105090,3594071,822411,18675,1289,407,38914,113,1911
1609266,368697,3405,235,1014,10531,2080541,454622,2266,261,732,4601,72,1913
1561302,498180,4527,626,382,8007,1142608,436825,2074,273,586,2789,122,1914
1919172,360114,4443,1021,490,4152,1458921,358603,3004,349,247,2025,95,1916
1804679,290303,6311,652,1800,9507,1980450,297001,4620,318,745,4475,82,1920
2148225,607776,7519,905,610,4239,1886167,576927,3379,416,523,1714,91,1921
1812392,785936,13854,1067,249,105177,1881716,660540,6975,500,413,48795,96,1921
2173507,200049,4402,986,411,6343,2883675,253773,3048,643,436,3132,62,1924
2439221,170084,1370,584,0,2661,3424525,232396,1463,331,371,1576,74,1926
10093127,2065038,44515,4253,5022,110565,5919026,1549161,17746,1843,2371,28564,142,1929
3901517,1517748,16392,1740,1214,21344,2686529,1025118,5406,866,758,9080,122,1929
4450488,895017,3657,580,1733,0,3056898,935489,1771,244,1058,73,108,1929
3598650,393586,8097,458,191,1890,3544489,402002,4692,480,312,1413,71,1929
1643390,332000,4413,512,448,41510,2232573,444412,3292,318,539,29473,47,1929
5545954,1309917,29607,3338,1098,36283,4089808,761395,10399,1039,783,8826,161,1930
2335058,413145,3414,554,567,6384,2426651,369493,1859,237,467,3004,96,1930
10245426,2065031,81376,6414,1975,73218,7282235,1438210,51160,3241,1368,32695,118,1930
2108693,414041,2972,748,555,6320,3271815,579252,2578,370,242,3593,74,1935
2138728,223203,5747,230,385,7859,2638604,252489,3723,254,299,4106,80,1937
2337073,800497,199818,14074,216,759678,2053537,849951,155088,10476,1340,346751,89,1937
8792648,1719041,175881,14155,10236,681304,5792614,1141127,101077,6907,5348,295308,131,1937
2687263,384623,10517,1228,1434,18181,3056764,403718,7040,723,636,8314,84,1939
2136880,254925,6410,430,526,16009,2574570,289036,4175,274,732,7816,83,1940
5287508,608549,22436,1408,1080,115659,3315913,336565,6714,480,639,54592,128,1941
5296111,1310876,202519,13723,0,1472634,3653825,957525,118748,8012,636,567201,120,1942
8377775,2087155,23438,2847,2684,25667,6421470,1608697,11301,1150,1360,8660,125,1942
10494592,3311799,62933,6295,2961,175563,4917996,1700072,19207,1726,1494,76876,167,1942
7163495,1131492,32865,3385,1206,88212,4317530,616177,8681,1070,809,29215,150,1942
2333642,816044,7131,628,889,3291,2155367,991936,4058,363,680,1329,81,1943
3486053,869929,10595,1267,2104,7621,2403816,870843,4801,540,976,2200,109,1943
3602178,620592,22460,2515,0,43495,2561688,479885,11434,1012,313,16729,115,1945
8813337,1651528,37182,3587,440,573809,4611325,1080165,11300,1277,699,248656,136,1946
1723421,198022,4372,832,327,2187,2814774,286427,3916,540,276,1511,67,1948
2349572,275785,6240,454,255,8105,2772567,332049,3449,218,314,6199,74,1951
3188829,702442,9579,2088,6163,5469,2737802,490071,3352,683,2003,2229,108,1951
1696088,400307,8413,686,1400,16919,2029572,495521,5464,569,1026,10208,73,1952
2278893,395764,3636,1163,1092,1385,1671554,319018,1329,437,734,518,108,1953
2947475,659089,12092,1531,1484,13140,3106910,721139,7817,883,1049,5845,83,1955
3447722,683137,5979,488,918,4790,4071918,769923,4034,449,1269,1859,94,1955
7090798,1178365,26381,2033,1591,24886,4107048,658130,7816,705,701,6844,162,1955
2150709,266819,7543,673,495,3135,2855848,282159,4636,537,662,1769,75,1956
1802318,220458,5023,902,736,9100,2232930,273667,3242,467,590,3388,89,1957
8436180,2413609,313917,22526,0,2398030,5663129,2531860,240735,16325,2651,802881,118,1957
3584360,540672,127998,9288,1033,192073,3501618,483474,107361,7783,987,80328,96,1958
1713349,302389,4801,536,0,2957,1787158,367632,2787,359,164,1946,93,1958
14786828,3339861,59877,6030,3549,128106,4192140,1415532,13899,1660,1272,24722,238,1958
5108314,1215226,13210,899,852,3533,4670442,1134808,7775,627,1058,1553,111,1958
13289220,3081521,184068,13147,1106,705353,4909368,1149867,80715,5102,973,178925,215,1959
3494435,1438171,12069,1146,2250,16095,3057756,1452193,6071,633,1033,5785,108,1959
3460142,568836,10368,1021,906,27448,4062277,497094,6375,811,576,11663,112,1959
14851761,3950081,140072,11149,2989,423154,6925071,2155459,48307,3514,1564,139297,233,1959
3282471,546871,6033,805,477,6010,3228533,435465,2600,397,235,2745,102,1959
10550420,1947493,42886,5094,0,883883,4371210,1092850,10705,1279,1688,248470,193,1959
13719449,3761934,75759,7668,20,341023,5644849,1633054,22173,1512,652,78059,207,1959
6222976,1119798,30327,3544,887,42744,3513601,594826,8633,875,774,12286,148,1959
2705925,284188,3411,458,918,2607,3425764,353331,1997,349,606,1631,82,1959
3520205,914431,11065,1546,2241,13109,2602196,694955,6186,905,915,4347,144,1961
3901805,693011,13223,1547,1159,4528,3738504,783128,8265,936,749,2043,96,1969
1886284,190136,8673,1125,898,1900,2075260,216496,4831,492,328,928,94,1974
1961311,249525,2922,903,1763,746,2466437,330650,2626,558,1800,542,66,1976
6187887,1769145,22349,2257,1827,28457,4818526,1574705,10521,1070,966,10341,108,1976
3885484,567620,14298,1691,524,345818,2718569,487245,6253,630,794,157285,106,1979
3000926,542840,12881,410,933,13393,2390979,321809,4483,383,430,3745,136,1982
2095097,305295,7899,960,1012,16929,1692983,308021,5267,487,614,7121,110,1982
4034060,856770,16818,2145,0,343552,2486174,562447,5824,635,849,147841,113,1982
2961024,1034080,14424,1401,1368,245232,2394001,699761,5411,519,2197,127778,104,1982
6724546,1440843,27360,2509,2423,42274,4600289,1293540,13084,1200,1469,15568,113,1984
3941380,804136,12177,1011,530,23120,3599679,741217,6862,481,725,11966,87,1984
1667018,277481,803,517,349,2498,2459711,406935,996,285,346,1837,79,1985
